congress,chamber,state,district,party,id,last_name,first_name,middle_name,nick_name,icpsr,born,died,nominate_dim1,nominate_dim2
97,NA,NA,NA,NA,K000019,Kasten,Robert,Walter,NA,NA,NA,NA,NA,NA
97,House,WI,2,D,K000020,Kastenmeier,Robert,William,NA,5101,1924,2015,-0.514,-0.452
97,House,TX,23,D,K000025,Kazen,Abraham,NA,NA,11023,1919,1987,-0.219,0.747
97,House,NY,38,R,K000086,Kemp,Jack,French,NA,13020,1935,2009,0.3,-0.133
97,NA,NA,NA,NA,K000105,Kennedy,Edward,Moore,Ted,NA,NA,NA,NA,NA
97,House,CT,1,D,K000118,Kennelly,Barbara,Bailey,NA,14877,1936,NA,-0.346,-0.13
97,House,MI,7,D,K000172,Kildee,Dale,Edward,NA,14430,1929,NA,-0.385,0.011
97,House,OH,8,R,K000190,Kindness,Thomas,Norman,NA,14245,1929,2004,0.419,-0.051
97,House,CO,3,D,K000304,Kogovsek,Raymond,Peter,NA,14638,1941,NA,-0.33,0.033
97,House,CO,5,R,K000322,Kramer,Kenneth,Bentley,NA,14639,1942,NA,0.43,-0.084
97,House,NY,36,D,L000556,Lafalce,John,Joseph,NA,14248,1939,NA,-0.357,0.112
97,House,CA,19,R,L000020,Lagomarsino,Robert,John,NA,14071,1926,NA,0.378,-0.267
97,House,CA,11,D,L000090,Lantos,Thomas,Peter,NA,14837,1928,2008,-0.376,-0.033
97,House,OH,5,R,L000116,Latta,Delbert,Leroy,NA,5495,1920,2016,0.391,-0.084
97,NA,NA,NA,NA,L000123,Lautenberg,Frank,Raleigh,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,L000148,Laxalt,Paul,Dominique,NA,NA,NA,NA,NA,NA
97,House,IA,1,R,L000169,Leach,James,Albert Smith,NA,14432,1942,NA,0.141,-0.79
97,NA,NA,NA,NA,L000174,Leahy,Patrick,Joseph,NA,NA,NA,NA,NA,NA
97,House,TX,11,D,L000180,Leath,James,Marvin,NA,14641,1931,2000,0.049,0.999
97,House,NY,6,R,L000547,Leboutillier,John,NA,NA,14838,1953,NA,0.362,-0.492
97,House,PA,3,D,L000187,Lederer,Raymond,Francis,NA,14434,1938,2008,-0.391,0.233
97,House,NY,33,R,L000192,Lee,Gary,Alcide,NA,14642,1933,NA,0.346,-0.247
97,House,FL,13,D,L000226,Lehman,William,NA,NA,14029,1913,2005,-0.483,-0.001
97,House,TX,18,D,L000237,Leland,George,Thomas,Mickey,14643,1944,1989,-0.596,-0.228
97,House,NY,4,R,L000243,Lent,Norman,Frederick,NA,13021,1931,2012,0.183,-0.24
97,NA,NA,NA,NA,L000261,Levin,Carl,NA,NA,NA,NA,NA,NA,NA
97,House,GA,4,D,L000265,Levitas,Elliott,Harris,NA,14249,1930,NA,-0.056,0.075
97,House,CA,37,R,L000274,Lewis,Charles,Jeremy,Jerry,14644,1934,NA,0.348,-0.101
97,House,LA,1,R,L000371,Livingston,Robert,Linlithgow,NA,14469,1943,NA,0.326,0.109
97,House,TN,3,D,L000381,Lloyd,Marilyn,Laird,NA,14251,1929,NA,-0.058,0.452
97,House,TX,21,R,L000396,Loeffler,Thomas,Gilbert,NA,14645,1946,NA,0.425,0.229
97,NA,NA,NA,NA,L000428,Long,Russell,Billiu,NA,NA,NA,NA,NA,NA
97,House,MD,2,D,L000413,Long,Clarence,Dickinson,NA,10601,1908,1994,-0.274,0.098
97,House,LA,8,D,L000417,Long,Gillis,William,NA,10602,1923,1985,-0.368,0.604
97,House,MS,5,R,L000447,Lott,Chester,Trent,NA,14031,1941,NA,0.39,0.194
97,House,CA,41,R,L000479,Lowery,William,David,NA,14839,1947,NA,0.33,-0.254
97,House,WA,7,D,L000486,Lowry,Michael,Edward,NA,14646,1939,NA,-0.401,-0.563
97,NA,NA,NA,NA,L000504,Lugar,Richard,Green,NA,NA,NA,NA,NA,NA
97,House,NM,1,R,L000506,Lujan,Manuel,NA,NA,12022,1928,NA,0.272,-0.059
97,House,OH,2,D,L000508,Luken,Thomas,Andrew,NA,14070,1925,NA,-0.163,-0.077
97,House,NY,39,D,L000516,Lundine,Stanley,Nelson,NA,14289,1939,NA,-0.31,-0.273
97,House,CA,34,R,L000517,Lungren,Daniel,Edward,NA,14647,1946,NA,0.497,-0.054
97,House,IL,21,R,M000041,Madigan,Edward,Rell,NA,14033,1936,1994,0.247,-0.396
97,House,MA,7,D,M000133,Markey,Edward,John,NA,14435,1946,NA,-0.512,-0.457
97,House,PA,24,R,M000136,Marks,Marc,Lincoln,NA,14436,1927,NA,-0.011,-0.399
97,House,MT,2,R,M000139,Marlenee,Ronald,Charles,NA,14437,1935,NA,0.393,-0.212
97,House,UT,2,R,M000143,Marriott,David,Daniel,NA,14438,1939,NA,0.264,0.097
97,House,NC,9,R,M000183,Martin,James,Grubbs,NA,14035,1935,NA,0.347,-0.168
97,House,IL,16,R,M000195,Martin,Lynn,Morley,NA,14841,1939,NA,0.345,-0.67
97,House,NY,30,R,M000174,Martin,David,O'Brien,NA,14840,1944,2012,0.232,-0.232
97,House,CA,30,D,M000206,Martinez,Matthew,G.,NA,14879,1929,2011,-0.341,0.106
97,NA,NA,NA,NA,M000241,Mathias,Charles,McCurdy,NA,NA,NA,NA,NA,NA
97,House,CA,3,D,M000249,Matsui,Robert,T.,NA,14649,1941,2005,-0.404,-0.03
97,NA,NA,NA,NA,M000250,Matsunaga,Spark,Masayuki,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,M000257,Mattingly,Mack,Francis,NA,NA,NA,NA,NA,NA
97,House,TX,5,D,M000260,Mattox,James,Albon,NA,14439,1943,2008,-0.19,-0.041
97,House,MA,6,D,M000264,Mavroules,Nicholas,James,NA,14650,1929,2003,-0.342,-0.023
97,House,KY,3,D,M000291,Mazzoli,Romano,Louis,NA,13024,1932,NA,-0.186,-0.016
97,House,IL,13,R,M000340,McClory,Robert,NA,NA,10606,1908,1988,0.256,-0.426
97,House,CA,12,R,M000343,McCloskey,Paul,Norton,Pete,11063,1927,NA,0.028,-0.634
97,NA,NA,NA,NA,M000346,McClure,James,Albertus,NA,NA,NA,NA,NA,NA
97,House,FL,5,R,M000350,McCollum,Ira,William,Bill,14842,1944,NA,0.377,-0.101
97,House,OK,4,D,M000398,McCurdy,David,Keith,NA,14843,1950,NA,-0.112,0.299
97,House,PA,10,R,M000399,McDade,Joseph,Michael,NA,10607,1931,NA,0.093,-0.355
97,House,GA,7,D,M000413,McDonald,Lawrence,Patton,NA,14252,1935,1983,0.884,0.343
97,House,OH,6,R,M000432,McEwen,Bob,NA,NA,14844,1950,NA,0.359,0.089
97,House,NY,5,R,M000458,McGrath,Raymond,Joseph,NA,14845,1942,NA,0.185,-0.45
97,House,NY,27,D,M000473,McHugh,Matthew,Francis,NA,14253,1938,NA,-0.353,-0.227
97,House,CT,4,R,M000527,McKinney,Stewart,Brett,NA,13029,1931,1987,-0.006,-0.609
97,NA,NA,NA,NA,M000635,Melcher,John,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,M000678,Metzenbaum,Howard,Morton,NA,NA,NA,NA,NA,NA
97,House,FL,11,D,M000688,Mica,Daniel,Andrew,NA,14648,1944,NA,-0.184,0.363
97,House,IL,18,R,M000692,Michel,Robert,Henry,NA,6455,1923,NA,0.372,-0.157
97,House,MD,3,D,M000702,Mikulski,Barbara,Ann,NA,14440,1936,NA,-0.37,-0.128
97,House,OH,10,R,M000718,Miller,Clarence,E.,NA,11034,1917,2011,0.416,-0.304
97,House,CA,7,D,M000725,Miller,George,NA,NA,14256,1945,NA,-0.552,-0.398
97,House,CA,13,D,M000794,Mineta,Norman,Y.,NA,14257,1931,NA,-0.479,-0.01
97,House,NJ,11,D,M000796,Minish,Joseph,George,NA,10609,1916,2007,-0.299,-0.098
97,House,MD,7,D,M000826,Mitchell,Parren,James,NA,13031,1922,2007,-0.526,-0.851
97,House,NY,31,R,M000808,Mitchell,Donald,Jerome,NA,14038,1923,2003,0.097,-0.163
97,NA,NA,NA,NA,M000811,Mitchell,George,John,NA,NA,NA,NA,NA,NA
97,House,MA,9,D,M000834,Moakley,John,Joseph,NA,14039,1927,2001,-0.418,-0.054
97,House,CT,6,D,M000839,Moffett,Anthony,John,Toby,14258,1944,NA,-0.377,-0.756
97,House,NY,17,R,M000842,Molinari,Guy,Victor,NA,14846,1928,NA,0.255,-0.465
97,House,WV,1,D,M000845,Mollohan,Robert,Homer,NA,6584,1909,1999,-0.349,0.586
97,NA,NA,NA,NA,M000851,Mondale,Walter,Frederick,NA,NA,NA,NA,NA,NA
97,House,MS,3,D,M000865,Montgomery,Gillespie,V.,Sonny,11035,1920,2006,0.017,1
97,House,LA,6,R,M000923,Moore,William,Henson,NA,14259,1939,NA,0.24,0.144
97,House,CA,22,R,M000926,Moorhead,Carlos,John,NA,14040,1922,2011,0.465,-0.119
97,House,WA,4,R,M000999,Morrison,Sidney,Wallace,NA,14847,1933,NA,0.153,-0.158
97,House,OH,23,D,M001044,Mottl,Ronald,Milton,NA,14260,1934,NA,0.021,-0.29
97,NA,NA,NA,NA,M001054,Moynihan,Daniel,Patrick,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,M001085,Murkowski,Frank,Hughes,NA,NA,NA,NA,NA,NA
97,House,PA,22,D,M001088,Murphy,Austin,John,NA,14441,1927,NA,-0.081,-0.357
97,House,PA,12,D,M001120,Murtha,John,Patrick,NA,14072,1932,2010,-0.265,0.569
97,House,IN,7,R,M001130,Myers,John,Thomas,NA,11036,1927,2015,0.236,0.254
97,House,SC,6,R,N000005,Napier,John,Light,NA,14848,1947,NA,0.177,0.294
97,House,KY,2,D,N000009,Natcher,William,Huston,NA,6845,1909,1994,-0.288,0.575
97,House,NC,5,D,N000016,Neal,Stephen,Lybrook,NA,14262,1934,NA,-0.145,0.112
97,House,PA,11,R,N000027,Nelligan,James,Leo,NA,14849,1929,NA,0.13,-0.1
97,House,FL,9,D,N000032,Nelson,Clarence,William,Bill,14651,1942,NA,-0.193,0.337
97,House,AL,3,D,N000095,Nichols,William,Flynt,NA,11037,1918,1988,-0.042,0.872
97,NA,NA,NA,NA,N000102,Nickles,Donald,Lee,NA,NA,NA,NA,NA,NA
97,House,NY,37,D,N000163,Nowak,Henry,James,NA,14264,1935,NA,-0.332,-0.123
97,NA,NA,NA,NA,N000171,Nunn,Samuel,Augustus,NA,NA,NA,NA,NA,NA
97,House,IL,17,R,O000010,O'Brien,George,Miller,NA,14041,1917,1986,0.169,-0.132
97,House,MA,8,D,O000098,O'Neill,Thomas,Philip,Tip,7081,1912,1994,-0.402,0.058
97,House,OH,20,D,O000001,Oakar,Mary,Rose,NA,14443,1940,NA,-0.4,0.07
97,House,MN,8,D,O000006,Oberstar,James,Louis,NA,14265,1934,2014,-0.553,0.304
97,House,WI,7,D,O000007,Obey,David,Ross,NA,12036,1938,NA,-0.45,-0.063
97,House,NY,24,D,O000134,Ottinger,Richard,Lawrence,NA,10760,1929,NA,-0.391,-0.771
97,House,OH,4,R,O000163,Oxley,Michael,Garver,NA,14875,1944,2016,0.382,-0.093
97,NA,NA,NA,NA,P000009,Packwood,Robert,William,NA,NA,NA,NA,NA,NA
97,House,CA,16,D,P000047,Panetta,Leon,Edward,NA,14444,1938,NA,-0.258,-0.186
97,House,VA,8,R,P000080,Parris,Stanford,E.,NA,14043,1929,2010,0.287,-0.179
97,House,CA,17,R,P000097,Pashayan,Charles,NA,NA,14652,1941,NA,0.282,-0.232
97,House,TX,14,D,P000104,Patman,William,Neff,NA,14850,1927,2008,-0.03,0.923
97,House,CA,38,D,P000121,Patterson,Jerry,Mumford,NA,14266,1934,NA,-0.367,0.007
97,House,TX,22,R,P000583,Paul,Ronald,Ernest,NA,14290,1935,NA,0.863,-0.505
97,House,OH,13,D,P000170,Pease,Donald,James,NA,14445,1931,2002,-0.308,-0.329
97,NA,NA,NA,NA,P000193,Pell,Claiborne,de Borda,NA,NA,NA,NA,NA,NA
97,House,FL,14,D,P000218,Pepper,Claude,Denson,NA,7333,1900,1989,-0.422,0.357
97,NA,NA,NA,NA,P000222,Percy,Charles,Harting,NA,NA,NA,NA,NA,NA
97,House,KY,7,D,P000230,Perkins,Carl,Dewey,NA,7343,1912,1984,-0.343,0.332
97,House,WI,6,R,P000265,Petri,Thomas,Evert,NA,14675,1940,NA,0.379,-0.367
97,House,NY,23,D,P000280,Peyser,Peter,A.,NA,13033,1921,2014,-0.359,-0.099
97,House,TX,10,D,P000328,Pickle,James,Jarrell,Jake,10614,1913,2005,-0.218,0.523
97,House,IL,10,R,P000444,Porter,John,Edward,NA,14677,1935,NA,0.217,-0.604
97,NA,NA,NA,NA,P000513,Pressler,Larry,Lee,NA,NA,NA,NA,NA,NA
97,House,IL,23,D,P000522,Price,Charles,Melvin,NA,7610,1905,1988,-0.429,0.346
97,House,WA,1,R,P000546,Pritchard,Joel,McFee,NA,14044,1925,1997,0.109,-0.587
97,NA,NA,NA,NA,P000553,Proxmire,William,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,P000556,Pryor,David,Hampton,NA,NA,NA,NA,NA,NA
97,House,MI,2,R,P000574,Pursell,Carl,Duane,NA,14446,1932,2009,0.12,-0.557
97,NA,NA,NA,NA,Q000007,Quayle,James,Danforth,Dan,NA,NA,NA,NA,NA
97,House,TN,1,R,Q000013,Quillen,James,Henry,NA,10616,1916,2003,0.246,0.23
97,House,WV,4,D,R000011,Rahall,Nick,Joe,NA,14448,1949,NA,-0.306,0.45
97,House,IL,19,R,R000012,Railsback,Thomas,Fisher,NA,11041,1932,NA,0.103,-0.446
97,NA,NA,NA,NA,R000046,Randolph,Jennings,NA,NA,NA,NA,NA,NA,NA
97,House,NY,19,D,R000053,Rangel,Charles,B.,NA,13035,1930,NA,-0.514,-0.341
97,House,CT,5,D,R000067,Ratchford,William,Richard,NA,14653,1934,2011,-0.355,-0.267
97,House,OH,16,R,R000141,Regula,Ralph,Straus,NA,14045,1924,NA,0.221,-0.223
97,House,WI,5,D,R000165,Reuss,Henry,Schoellkopf,NA,7824,1912,2002,-0.481,-0.278
97,House,AZ,1,R,R000188,Rhodes,John,Jacob,NA,7845,1916,2003,0.225,-0.033
97,House,NY,14,D,R000232,Richmond,Frederick,William,NA,14269,1923,NA,-0.564,-0.556
97,NA,NA,NA,NA,R000249,Riegle,Donald,Wayne,NA,NA,NA,NA,NA,NA
97,House,NJ,12,R,R000262,Rinaldo,Matthew,John,NA,14046,1931,2008,0.023,-0.392
97,House,PA,15,R,R000277,Ritter,Donald,Lawrence,NA,14654,1940,NA,0.268,-0.154
97,House,KS,1,R,R000307,Roberts,Charles,Patrick,Pat,14852,1936,NA,0.413,-0.09
97,House,SD,2,R,R000308,Roberts,Clint,Ronald,NA,14851,1935,NA,0.416,0.043
97,House,VA,7,R,R000337,Robinson,James,Kenneth,NA,13036,1916,1990,0.333,0.377
97,House,NJ,10,D,R000374,Rodino,Peter,Wallace,NA,8010,1909,2005,-0.435,-0.224
97,House,NJ,8,D,R000383,Roe,Robert,A.,NA,12042,1924,2014,-0.326,0.123
97,House,LA,4,D,R000384,Roemer,Charles,Elson,Buddy,14853,1943,NA,0.178,-0.415
97,House,KY,5,R,R000395,Rogers,Harold,Dallas,Hal,14854,1937,NA,0.337,0.113
97,House,NC,7,D,R000436,Rose,Charles,Grandison,NA,14048,1939,2012,-0.319,0.573
97,House,NY,8,D,R000442,Rosenthal,Benjamin,Stanley,NA,10551,1923,1983,-0.562,-0.491
97,House,IL,8,D,R000458,Rostenkowski,Daniel,David,NA,8080,1928,2010,-0.39,0.246
97,House,WI,8,R,R000459,Roth,Toby,A.,NA,14655,1938,NA,0.351,-0.21
97,NA,NA,NA,NA,R000460,Roth,William,Victor,NA,NA,NA,NA,NA,NA
97,House,NJ,7,R,R000465,Roukema,Margaret,Scafati,NA,14855,1929,2014,0.162,-0.701
97,House,CA,26,R,R000469,Rousselot,John,Harbin,NA,10553,1927,2003,0.601,0.164
97,House,CA,25,D,R000485,Roybal,Edward,R.,NA,10621,1916,2005,-0.61,-0.141
97,House,AZ,4,R,R000495,Rudd,Eldon,Dean,NA,14449,1920,2002,0.422,0.611
97,NA,NA,NA,NA,R000497,Rudman,Warren,Bruce,NA,NA,NA,NA,NA,NA
97,House,IL,3,D,R000543,Russo,Martin,Anthony,NA,14271,1944,NA,-0.192,-0.209
97,House,MN,5,D,S000005,Sabo,Martin,Olav,NA,14656,1938,2016,-0.516,-0.317
97,House,NV,1,D,S000058,Santini,James,David,NA,14272,1937,2015,-0.074,0.132
97,NA,NA,NA,NA,S000064,Sarbanes,Paul,Spyros,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,S000068,Sasser,James,Ralph,NA,NA,NA,NA,NA,NA
97,House,IL,2,D,S000081,Savage,Gus,NA,NA,14856,1925,2015,-0.671,-0.39
97,House,MI,5,R,S000087,Sawyer,Harold,Samuel,NA,14450,1920,2003,0.167,-0.213
97,House,NY,11,D,S000124,Scheuer,James,Haas,NA,10768,1920,2005,-0.478,-0.349
97,NA,NA,NA,NA,S000132,Schmitt,Harrison,Hagan,NA,NA,NA,NA,NA,NA
97,House,RI,2,R,S000136,Schneider,Claudine,NA,NA,14857,1947,NA,-0.026,-0.733
97,House,CO,1,D,S000142,Schroeder,Patricia,Scott,NA,14051,1940,NA,-0.225,-0.974
97,House,PA,5,R,S000146,Schulze,Richard,Taylor,NA,14273,1929,NA,0.271,-0.036
97,House,NY,16,D,S000148,Schumer,Charles,Ellis,Chuck,14858,1950,NA,-0.359,-0.404
97,House,OH,14,D,S000230,Seiberling,John,Frederick,NA,13040,1918,2008,-0.496,-0.457
97,House,WI,9,R,S000244,Sensenbrenner,Frank,James,NA,14657,1943,NA,0.638,-0.579
97,House,OH,12,D,S000282,Shamansky,Robert,Norton,NA,14859,1927,2011,-0.279,-0.073
97,House,MA,5,D,S000286,Shannon,James,Michael,NA,14658,1952,NA,-0.465,-0.387
97,House,IN,10,D,S000294,Sharp,Philip,Riley,NA,14274,1942,NA,-0.166,-0.283
97,House,FL,12,R,S000303,Shaw,Eugene,Clay,NA,14860,1939,2013,0.3,-0.142
97,House,AL,7,D,S000320,Shelby,Richard,C.,NA,14659,1934,NA,0.013,0.658
97,House,CA,14,R,S000393,Shumway,Norman,David,NA,14660,1934,NA,0.556,0.39
97,House,PA,9,R,S000394,Shuster,E.,G.,Bud,14052,1932,NA,0.416,0.144
97,House,MI,4,R,S000409,Siljander,Mark,Deli,NA,14872,1951,NA,0.406,-0.102
97,House,IL,24,D,S000423,Simon,Paul,Martin,NA,14275,1928,2003,-0.397,-0.224
97,NA,NA,NA,NA,S000429,Simpson,Alan,Kooi,NA,NA,NA,NA,NA,NA
97,House,NM,2,R,S000463,Skeen,Joseph,Richard,NA,14861,1927,2003,0.301,0.034
97,House,MO,4,D,S000465,Skelton,Isaac,Newton,Ike,14451,1931,2013,-0.172,0.724
97,House,OR,2,R,S000527,Smith,Dennis,Alan,Denny,14864,1938,NA,0.603,-0.182
97,House,NE,3,R,S000622,Smith,Virginia,Dodd,NA,14276,1911,2006,0.238,0.033
97,House,IA,4,D,S000596,Smith,Neal,Edward,NA,8672,1920,NA,-0.313,0.174
97,House,PA,3,D,S000579,Smith,Joseph,Francis,NA,14876,1920,1999,-0.369,0.445
97,House,NJ,4,R,S000522,Smith,Christopher,Henry,NA,14863,1953,NA,0.165,-0.168
97,House,AL,6,R,S000514,Smith,Albert,Lee,NA,14862,1931,1997,0.461,0.132
97,House,ME,2,R,S000663,Snowe,Olympia,Jean,NA,14661,1947,NA,0.091,-0.548
97,House,KY,4,R,S000669,Snyder,Marion,Gene,NA,10626,1928,2007,0.26,0.298
97,House,NY,13,D,S000673,Solarz,Stephen,Joshua,NA,14277,1940,2010,-0.429,-0.258
97,House,NY,29,R,S000675,Solomon,Gerald,Brooks Hunt,NA,14662,1930,2001,0.492,-0.333
97,NA,NA,NA,NA,S000709,Specter,Arlen,NA,NA,NA,NA,NA,NA,NA
97,House,SC,2,R,S000718,Spence,Floyd,Davidson,NA,13042,1928,2001,0.32,0.185
97,House,RI,1,D,S000762,St. Germain,Fernand,Joseph,NA,10561,1928,2014,-0.355,-0.091
97,NA,NA,NA,NA,S000776,Stafford,Robert,Theodore,NA,NA,NA,NA,NA,NA
97,House,MN,7,R,S000795,Stangeland,Arlan,Ingehart,NA,14466,1930,2013,0.346,-0.18
97,House,OH,11,R,S000804,Stanton,John,William,NA,10773,1924,2002,0.135,-0.31
97,House,CA,9,D,S000810,Stark,Fortney,Hillman,Pete,14053,1931,NA,-0.631,-0.605
97,House,WV,3,R,S000818,Staton,David,Michael,NA,14865,1940,2014,0.33,0.034
97,House,TX,17,D,S000851,Stenholm,Charles,Walter,NA,14664,1938,NA,0.019,1
97,NA,NA,NA,NA,S000852,Stennis,John,Cornelius,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,S000888,Stevens,Theodore,Fulton,Ted,NA,NA,NA,NA,NA
97,House,MI,4,R,S000935,Stockman,David,Alan,NA,14453,1946,NA,0.401,-0.488
97,House,OH,21,D,S000948,Stokes,Louis,NA,NA,12030,1925,2015,-0.578,-0.312
97,House,NY,28,D,S000997,Stratton,Samuel,Studdiford,NA,9017,1916,1990,-0.139,0.208
97,House,MA,12,D,S001040,Studds,Gerry,Eastman,NA,14055,1937,2006,-0.444,-0.593
97,House,AZ,3,D,S001044,Stump,Robert,Lee,NA,94454,1927,2003,0.329,0.944
97,NA,NA,NA,NA,S001077,Sunia,Fofo,Iosefa,NA,NA,NA,NA,NA,NA
97,House,WA,2,D,S001115,Swift,Allan,Byron,NA,14666,1935,NA,-0.43,0.099
97,NA,NA,NA,NA,S001138,Symms,Steven,Douglas,NA,NA,NA,NA,NA,NA
97,House,OK,2,D,S001139,Synar,Michael,Lynn,NA,14667,1950,1996,-0.321,-0.032
97,House,IA,2,R,T000053,Tauke,Thomas,Joseph,NA,14668,1950,NA,0.27,-0.775
97,House,LA,3,D,T000058,Tauzin,Wilbert,Joseph,Billy,14679,1943,NA,0.03,0.568
97,House,MO,7,R,T000075,Taylor,Gene,NA,NA,14057,1928,1998,0.328,0.442
97,House,CA,18,R,T000188,Thomas,William,Marshall,NA,14669,1941,NA,0.371,-0.277
97,NA,NA,NA,NA,T000254,Thurmond,James,Strom,NA,NA,NA,NA,NA,NA
97,NA,NA,NA,NA,T000322,Tower,John,Goodwin,NA,NA,NA,NA,NA,NA
97,House,MI,8,D,T000356,Traxler,Jerome,Bob,NA,14075,1931,NA,-0.33,0.126
97,House,VA,1,R,T000367,Trible,Paul,Seward,NA,14456,1946,NA,0.263,0.036
97,NA,NA,NA,NA,T000393,Tsongas,Paul,Efthemios,NA,NA,NA,NA,NA,NA
97,House,AZ,2,D,U000001,Udall,Morris,King,NA,10566,1922,1998,-0.387,0.008
97,House,MI,9,R,V000027,Vander Jagt,Guy,Adrian,NA,10794,1931,2007,0.247,-0.226
97,House,MN,4,D,V000087,Vento,Bruce,Frank,NA,14458,1940,2000,-0.472,-0.376
97,House,MO,9,D,V000112,Volkmer,Harold,Lee,NA,14459,1931,2011,-0.196,0.329
97,House,PA,18,D,W000044,Walgren,Douglas,NA,NA,14460,1940,NA,-0.247,-0.317
97,House,PA,16,R,W000068,Walker,Robert,Smith,NA,14461,1942,NA,0.581,-0.639
97,NA,NA,NA,NA,W000092,Wallop,Malcolm,NA,NA,NA,NA,NA,NA,NA
97,House,VA,9,R,W000121,Wampler,William,Creed,NA,9802,1926,2012,0.146,0.212
97,NA,NA,NA,NA,W000154,Warner,John,William,NA,NA,NA,NA,NA,NA
97,House,IL,1,D,W000180,Washington,Harold,NA,NA,14866,1922,1987,-0.488,-0.873
97,House,OK,3,D,W000194,Watkins,Wesley,Wade,NA,14462,1938,NA,-0.126,0.741
97,House,CA,24,D,W000215,Waxman,Henry,Arnold,NA,14280,1939,NA,-0.473,-0.343
97,House,OR,4,D,W000227,Weaver,James,Howard,NA,14281,1927,NA,-0.311,-0.578
97,House,OH,9,R,W000235,Weber,Edward,Ford,NA,14867,1931,NA,0.258,-0.325
97,House,MN,6,R,W000237,Weber,John,Vincent,Vin,14868,1952,NA,0.381,-0.544
97,NA,NA,NA,NA,W000253,Weicker,Lowell,Palmer,NA,NA,NA,NA,NA,NA
97,House,NY,20,D,W000258,Weiss,Theodore,S.,NA,14463,1927,1992,-0.564,-0.71
97,House,TX,16,D,W000390,White,Richard,Crawford,NA,10783,1923,1998,-0.137,0.601
97,House,VA,2,R,W000406,Whitehurst,George,William,NA,12033,1925,NA,0.233,0.06
97,House,NC,3,D,W000419,Whitley,Charles,Orville,NA,14464,1927,2002,-0.175,0.73
97,House,KS,5,R,W000426,Whittaker,Robert,Russell,NA,14670,1939,NA,0.346,-0.318
97,House,MS,1,D,W000428,Whitten,Jamie,Lloyd,NA,10075,1910,1995,-0.161,0.987
97,NA,NA,NA,NA,W000502,Williams,Harrison,Arlington,NA,NA,NA,NA,NA,NA
97,House,MT,1,D,W000520,Williams,John,Patrick,NA,14672,1937,NA,-0.315,-0.138
97,House,OH,19,R,W000528,Williams,Lyle,NA,NA,14671,1942,2008,0.037,-0.139
97,House,TX,2,D,W000570,Wilson,Charles,NA,NA,14062,1933,2010,-0.196,0.474
97,House,KS,3,R,W000636,Winn,Edward,Lawrence,Larry,11057,1919,NA,0.247,-0.033
97,House,CO,2,D,W000647,Wirth,Timothy,E.,NA,14282,1939,NA,-0.293,-0.315
97,House,VA,10,R,W000672,Wolf,Frank,Rudolph,NA,14869,1939,NA,0.284,-0.213
97,House,MI,3,D,W000682,Wolpe,Howard,Eliot,NA,14673,1939,2011,-0.374,-0.466
97,NA,NA,NA,NA,W000686,Won Pat,Antonio,Borja,NA,NA,NA,NA,NA,NA
97,House,NY,32,R,W000752,Wortley,George,Cornelius,NA,14870,1926,2014,0.207,-0.094
97,House,TX,12,D,W000763,Wright,James,Claude,NA,10391,1922,2015,-0.383,0.672
97,House,OR,3,D,W000779,Wyden,Ronald,Lee,NA,14871,1949,NA,-0.33,-0.476
97,House,OH,15,R,W000781,Wylie,Chalmers,Pangburn,NA,11058,1920,1998,0.23,-0.13
97,House,IL,9,D,Y000013,Yates,Sidney,Richard,NA,10421,1909,2000,-0.494,-0.494
97,House,PA,6,D,Y000014,Yatron,Gus,NA,NA,12035,1927,2003,-0.174,0.094
97,House,MO,2,D,Y000051,Young,Robert,Anton,NA,14465,1923,2007,-0.3,0.458
97,House,AK,1,R,Y000033,Young,Donald,Edwin,NA,14066,1933,NA,0.284,0.021
97,House,FL,6,R,Y000031,Young,Charles,William,Bill,13047,1930,2013,0.325,-0.112
97,House,WI,4,D,Z000001,Zablocki,Clement,John,NA,10463,1912,1983,-0.355,0.293
97,House,NY,15,D,Z000002,Zeferetti,Leo,C.,NA,14283,1927,NA,-0.305,0.285
97,NA,NA,NA,NA,Z000013,Zorinsky,Edward,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,NA,NA,A000009,Abdnor,James,NA,NA,NA,NA,NA,NA,NA
98,House,NY,7,D,A000022,Ackerman,Gary,Leonard,NA,15000,1942,NA,-0.429,-0.165
98,House,NY,6,D,A000052,Addabbo,Joseph,Patrick,NA,10500,1925,1986,-0.402,-0.084
98,House,HI,2,D,A000069,Akaka,Daniel,Kahikina,NA,14400,1924,NA,-0.419,0.273
98,House,MI,10,D,A000076,Albosta,Donald,Joseph,NA,14600,1925,2014,-0.258,0.294
98,House,AR,1,D,A000103,Alexander,William,Vollie,Bill,12000,1934,NA,-0.41,0.819
98,House,CA,32,D,A000189,Anderson,Glenn,Malcolm,NA,12001,1913,1994,-0.269,-0.052
98,House,TX,25,D,A000209,Andrews,Michael,Allen,NA,15001,1944,NA,-0.135,0.32
