congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,,children,n_children,n_daughter,Check
115,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.014,-30.87797,0.94246,521,7,,0.386,-0.024,,,,,
115,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.876,-0.482,-157.82537,0.72977,501,77,,0.879,-0.477,,,,,
115,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.456,-0.102,-36.78038,0.9312,516,19,,0.437,-0.105,,,,,
115,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.599,0.235,-78.30033,0.86046,521,28,,0.482,0.462,,,,,
115,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.157,-0.222,-84.61099,0.85036,522,42,,-0.14,-0.184,,,,,
115,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.115,-0.539,-81.7604,0.85502,522,40,,0.166,-0.392,,,,,
115,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.319,-0.223,-65.85962,0.88061,518,23,,-0.302,-0.206,,,,,
115,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.392,-0.21,-67.77855,0.87757,519,26,,-0.348,-0.181,,,,,
115,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.512,-0.457,-54.82008,0.89976,519,24,,-0.585,-0.504,,,,,
115,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.765,-0.297,-30.87577,0.94257,522,13,,-0.783,-0.226,,,,,
115,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.246,-0.186,-108.5796,0.81123,519,45,,-0.276,-0.139,,,,,
115,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.013,-97.66241,0.82847,519,40,,-0.366,0.165,,,,,
115,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.285,-0.38,-72.60893,0.86944,519,25,,-0.288,-0.058,,,,,
115,Senate,40904,33,0,MN,100,,,"FRANKEN, Al",F000457,1951,,-0.399,-0.169,-23.04081,0.92388,291,9,,-0.339,-0.279,,,,,
115,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.395,-0.064,-32.42259,0.86355,221,14,,-0.346,-0.123,,,,,
115,Senate,14009,46,0,MS,200,,,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-8.7148,0.97263,314,0,,0.368,0.244,,,,,
115,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.379,0.354,-29.191,0.94541,520,13,,0.413,0.145,,,,,
115,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.401,0.375,-16.11261,0.91058,172,8,,0.41,0.15,,,,,
115,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.42,0.263,-16.05959,0.96918,513,2,,0.367,0.328,,,,,
115,Senate,40701,34,0,MO,100,,,"McCASKILL, Claire",M001170,1953,,-0.143,0.023,-86.08537,0.84356,506,37,,-0.152,0.18,,,,,
115,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.565,-0.095,-57.36131,0.89556,520,24,,0.606,-0.313,,,,,
115,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.215,0.144,-89.28235,0.8414,517,35,,-0.192,0.017,,,,,
115,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.463,0.313,-26.40748,0.9503,518,12,,0.448,0.254,,,,,
115,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.736,-0.222,-45.11872,0.91627,516,20,,0.824,0.019,,,,,
115,Senate,20730,65,0,NV,200,,,"HELLER, Dean",H001041,1960,,0.463,-0.459,-94.72531,0.82773,501,40,,0.481,-0.581,,,,,
115,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.368,0.323,-82.23953,0.85161,512,41,,-0.395,0.345,,,,,
115,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.237,-0.143,-63.99257,0.88251,512,22,,-0.229,-0.077,,,,,
115,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.231,-0.031,-64.77668,0.88266,519,23,,-0.258,-0.081,,,,,
115,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.125,-86.16701,0.82538,449,35,,-0.38,-0.137,,,,,
115,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.591,-0.258,-60.42723,0.8868,503,27,,-0.645,-0.073,,,,,
115,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.328,-0.021,-76.81701,0.85785,501,35,,-0.406,0.097,,,,,
115,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.161,-74.64727,0.8658,518,33,,-0.419,0.089,,,,,
115,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.359,-0.404,-67.56631,0.87837,521,28,,-0.395,-0.191,,,,,
115,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.475,-0.418,-104.25832,0.81864,521,46,,-0.847,-0.217,,,,,
115,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.446,-0.052,-33.50754,0.93543,502,13,,0.442,0.041,,,,,
115,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.437,0.07,-19.13016,0.96186,492,7,,0.396,0.108,,,,,
115,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.352,0.341,-17.22143,0.9673,518,5,,0.38,0.272,,,,,
115,Senate,41303,36,0,ND,100,,,"HEITKAMP, Mary Kathryn (Heidi)",H001069,1955,,-0.122,0.399,-64.38813,0.88096,508,24,,-0.093,0.36,,,,,
115,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.368,-0.233,-36.85662,0.93145,519,12,,0.324,0.006,,,,,
115,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.428,-0.111,-61.09953,0.88914,520,21,,-0.396,-0.08,,,,,
115,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.553,0.042,-27.20619,0.94835,513,10,,0.561,0.22,,,,,
115,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.585,0.154,-41.003,0.92446,522,20,,0.683,-0.023,,,,,
115,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.33,-0.476,-101.1329,0.82295,519,51,,-0.435,-0.544,,,,,
115,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.44,-0.742,-58.83097,0.89205,515,22,,-0.568,-0.722,,,,,
115,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.641,-0.3,-49.76111,0.90599,504,22,,0.776,-0.299,,,,,
115,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.315,0.194,-65.64545,0.88183,522,23,,-0.317,0.065,,,,,
115,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.172,-78.25401,0.86078,522,37,,-0.312,-0.154,,,,,
115,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.355,-0.077,-67.16723,0.87861,519,32,,-0.354,-0.193,,,,,
115,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.64,0.004,-32.51054,0.93905,517,15,,0.533,0.182,,,,,
115,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.403,-0.17,-39.84536,0.92205,491,15,,0.359,-0.1,,,,,
115,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.413,0.139,-23.488,0.956,522,10,,0.459,0.207,,,,,
115,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.391,0.129,-34.99503,0.93431,515,10,,0.413,0.13,,,,,
115,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-26.7818,0.94785,500,6,,0.326,-0.105,,,,,
115,Senate,40705,54,0,TN,200,,,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.344,-76.78647,0.85816,502,31,,0.5,-0.579,,,,,
115,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.489,-0.01,-22.66432,0.95735,520,7,,0.415,0.242,,,,,
115,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.837,-0.274,-55.74575,0.8943,499,24,,0.679,-0.2,,,,,
115,Senate,14503,67,0,UT,200,,,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.004,-29.34808,0.94502,519,12,,0.356,0.162,,,,,
115,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.913,-0.408,-99.77071,0.82419,516,60,,0.902,-0.432,,,,,
115,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-65.28399,0.87918,507,34,,-0.308,-0.142,,,,,
115,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.53,-0.395,-74.20008,0.8641,508,33,,-0.707,-0.643,,,,,
115,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.202,-0.034,-70.84587,0.87124,514,30,,-0.176,-0.03,,,,,
115,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.243,-0.055,-67.75937,0.87761,519,22,,-0.243,-0.07,,,,,
115,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.304,-0.419,-57.29181,0.89568,520,16,,-0.349,-0.261,,,,,
115,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.31,-50.21371,0.90623,510,17,,-0.36,-0.235,,,,,
115,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.266,0.063,-38.27311,0.92851,516,14,,0.362,0.101,,,,,
115,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.056,0.444,-80.9518,0.85558,519,39,,-0.051,0.532,,,,,
115,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.14,-98.92899,0.82645,519,45,,-0.348,-0.209,,,,,
115,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.596,-0.271,-37.97036,0.92932,518,20,,0.637,-0.166,,,,,
115,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.543,0.244,-36.24936,0.93279,521,13,,0.6,0.267,,,,,
115,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.545,0.199,-38.22236,0.92939,522,20,,0.593,0.225,,,,,
116,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.358,0.461,-169.12083,0.80119,763,69,,0.52,0.388,,,,,
116,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.392,0.401,-28.48613,0.96454,789,11,,-0.43,0.384,,,,,
116,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.362,0.658,-90.42097,0.88244,723,31,,0.346,0.672,,,,,
116,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.651,-0.44,-141.39059,0.83892,805,54,,0.772,-0.337,,,,,
116,House,21376,41,1,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.61,0.25,-107.81607,0.85611,694,42,,0.702,0.194,,,,,
116,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.704,-0.018,-100.99034,0.87971,788,41,,0.669,0.085,,,,,
116,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.372,0.589,-119.54966,0.85391,757,45,,0.449,0.499,,,,,
116,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.021,-225.02682,0.74602,768,84,,0.336,0.085,,,,,
116,House,20305,61,3,AZ,100,,,"GRIJALVA, Ra��l M.",G000551,1948,,-0.598,-0.255,-23.16701,0.97036,770,9,,-0.594,-0.543,,,,,
116,House,20902,61,2,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.165,-0.007,-46.96804,0.93634,714,19,,-0.369,0.401,,,,,
116,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.68,-0.422,-117.66671,0.85551,754,43,,0.919,-0.395,,,,,
116,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.583,-0.313,-200.98769,0.78002,809,96,,0.521,-0.312,,,,,
116,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.45,-0.014,-21.37659,0.97357,798,11,,-0.431,0.046,,,,,
116,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.883,-0.469,-94.22602,0.8881,794,30,,1,-0.03,,,,,
116,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.19,0.15,-44.24628,0.94613,799,14,,-0.333,0.404,,,,,
116,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.598,-0.033,-107.60155,0.87311,793,50,,0.591,0.019,,,,,
116,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.313,-0.048,-20.24806,0.97528,809,8,,-0.313,-0.042,,,,,
116,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.421,0.495,-87.21687,0.88966,746,36,,0.508,0.518,,,,,
116,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.355,0.579,-70.09121,0.9172,811,26,,0.382,0.599,,,,,
116,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.449,0.23,-93.47537,0.89037,805,35,,0.421,0.337,,,,,
116,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.55,0.308,-77.07,0.90772,796,31,,0.557,0.395,,,,,
116,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-1.1409,0.98336,68,0,,-0.399,0.23,,,,,
116,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.349,-0.129,-14.93356,0.98171,809,4,,-0.427,-0.005,,,,,
116,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-15.76482,0.98049,800,4,,-0.341,-0.007,,,,,
116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.449,0.217,-81.31092,0.90347,801,30,,0.462,0.366,,,,,
116,House,20310,71,38,CA,100,,,"S��NCHEZ, Linda T.",S001156,1969,,-0.508,-0.136,-13.18719,0.98338,787,5,,-0.523,-0.037,,,,,
116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.192,0.463,-98.25477,0.8847,802,35,,-0.373,0.757,,,,,
116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.161,-28.39948,0.96529,804,9,,-0.42,0.083,,,,,
116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.262,-0.152,-20.28839,0.97455,787,8,,-0.428,-0.167,,,,,
116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.458,0.217,-94.28833,0.88736,789,41,,0.424,0.371,,,,,
116,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.38,-0.44,-41.57311,0.94764,773,9,,-0.316,-0.227,,,,,
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.717,-0.474,-174.66644,0.80186,791,96,,0.645,-0.386,,,,,
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.487,-0.377,-16.15814,0.98023,809,6,,-0.437,-0.42,,,,,
116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.091,-31.45364,0.9613,797,8,,-0.303,-0.032,,,,,
116,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1,,,,,
116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.586,-0.106,-16.62878,0.97858,768,8,,-0.572,-0.369,,,,,
116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.534,0.087,-122.63927,0.85553,786,52,,0.507,0.083,,,,,
116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.427,-0.543,-27.74399,0.96527,785,10,,-0.428,-0.684,,,,,
116,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.233,0.016,-29.65682,0.96405,810,11,,-0.363,0.303,,,,,
116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-106.11394,0.87064,766,43,,0.323,0.37,,,,,
116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.368,-0.104,-21.63649,0.96603,626,7,,-0.521,0.264,,,,,
116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.286,0.052,-30.34678,0.96269,798,12,,-0.369,0.216,,,,,
116,House,21309,71,29,CA,100,,,"C��RDENAS, Tony",C001097,1963,,-0.383,0.02,-29.94343,0.96196,772,15,,-0.45,0.043,,,,,
116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.243,0.06,-42.86724,0.94852,811,18,,-0.392,0.219,,,,,
116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.262,-18.7365,0.97674,796,7,,-0.408,-0.353,,,,,
116,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.371,-16.44623,0.97988,809,5,,-0.482,-0.52,,,,,
116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.401,0.097,-33.73369,0.9583,792,12,,-0.554,-0.187,,,,,
116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.181,-0.039,-61.15086,0.9256,791,24,,-0.227,0.179,,,,,
116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.53,-0.371,-16.08189,0.98015,802,7,,-0.453,-0.608,,,,,
116,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.292,0.136,-49.14804,0.9407,804,19,,-0.443,0.395,,,,,
116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.372,-0.262,-25.3494,0.96778,774,8,,-0.592,-0.169,,,,,
116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.36,0.033,-32.87933,0.95973,800,12,,-0.395,0.075,,,,,
116,House,21703,71,44,CA,100,,,"BARRAG��N, Nanette Diaz",B001300,1976,,-0.516,0.044,-23.65526,0.97079,798,12,,-0.492,-0.486,,,,,
116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.301,0.14,-18.417,0.97755,811,4,,-0.357,0.077,,,,,
116,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.282,0.301,-61.84754,0.92542,798,28,,-0.341,0.169,,,,,
116,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.572,-0.272,-43.94176,0.94713,809,14,,-0.323,-0.665,,,,,
116,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.306,0.047,-37.79223,0.95447,811,15,,-0.306,0.238,,,,,
116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.589,-0.111,-30.85798,0.96235,804,14,,-0.416,-0.569,,,,,
116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1972,,-0.376,0.575,-48.30079,0.94197,808,16,,-0.377,0.577,,,,,
116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.343,0.478,-48.50115,0.94117,800,14,,-0.344,0.479,,,,,
116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.379,0.743,-62.34104,0.92539,804,16,,-0.386,0.763,,,,,
116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113,,,,,
116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.35,0.11,-20.72137,0.97477,811,7,,-0.353,0.124,,,,,
116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.184,0.011,-98.98007,0.88335,798,41,,-0.179,0.016,,,,,
116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.336,0.559,-42.41024,0.94792,793,11,,-0.336,0.56,,,,,
116,House,21988,71,25,CA,200,,,"GARCIA, Mike",G000061,1976,,0.377,0.217,-13.10822,0.89733,121,7,,0.386,0.447,,,,,
116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.653,-0.071,-54.83356,0.93399,803,18,,-0.589,0.367,,,,,
116,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.425,-13.79743,0.98266,789,6,,-0.395,-0.213,,,,,
116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.185,-15.68083,0.98047,795,6,,-0.399,-0.107,,,,,
116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.35,0.223,-81.9836,0.90166,792,26,,0.321,0.524,,,,,
116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.444,-32.64952,0.95946,789,11,,-0.461,-0.466,,,,,
116,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.147,-21.02727,0.97393,796,11,,-0.454,0.067,,,,,
116,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.682,-0.587,-25.70935,0.96845,802,11,,-0.545,-0.828,,,,,
116,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.066,-37.28162,0.95413,794,18,,-0.441,0.414,,,,,
116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-18.33988,0.97742,803,9,,-0.479,-0.253,,,,,
116,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.678,0.198,-74.77511,0.90925,786,32,,0.636,0.236,,,,,
116,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.077,-29.19562,0.96279,770,10,,-0.301,-0.033,,,,,
116,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-127.84774,0.85366,808,51,,0.445,0,,,,,
116,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.738,-0.462,-113.36155,0.85262,711,48,,0.73,-0.418,,,,,
116,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.272,0.401,-46.21799,0.94454,810,17,,-0.273,0.408,,,,,
116,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.426,-0.423,-16.40052,0.97993,809,5,,-0.466,-0.463,,,,,
116,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.31,-18.22309,0.97751,801,8,,-0.4,-0.356,,,,,
116,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.017,-21.69118,0.97358,810,6,,-0.36,0.014,,,,,
116,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.243,-0.236,-42.18451,0.94857,799,16,,-0.32,0.131,,,,,
116,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.369,-0.068,-20.90543,0.97349,778,7,,-0.372,-0.031,,,,,
116,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.117,-19.59247,0.97538,786,7,,-0.378,-0.042,,,,,
116,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.051,-17.61383,0.97822,800,6,,-0.347,0.01,,,,,
116,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.335,-0.122,-15.63482,0.98084,808,2,,-0.399,-0.103,,,,,
116,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.122,-135.12372,0.84369,795,52,,0.288,0.2,,,,,
116,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.421,0.069,-26.95818,0.96645,790,7,,-0.356,0.108,,,,,
116,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.045,-16.67019,0.97958,808,5,,-0.417,-0.065,,,,,
116,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.359,-0.129,-144.3311,0.83107,780,62,,0.342,0.003,,,,,
116,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.404,0.025,-125.89918,0.8513,782,57,,0.406,0.003,,,,,
116,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.521,-0.319,-183.45121,0.79393,795,86,,0.538,-0.344,,,,,
116,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.399,-0.093,-20.01357,0.97483,785,7,,-0.394,0.062,,,,,
116,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.51,-0.047,-163.0956,0.80641,758,84,,0.56,-0.155,,,,,
116,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.477,-0.016,-12.4913,0.98313,734,4,,-0.538,0.027,,,,,
116,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-131.16793,0.83387,722,57,,0.715,-0.336,,,,,
116,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.399,-0.083,-22.8841,0.97079,772,10,,-0.345,-0.022,,,,,
116,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.224,0.047,-34.1944,0.95861,809,15,,-0.29,0.282,,,,,
116,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.338,-0.104,-23.97048,0.97073,807,10,,-0.314,0.09,,,,,
116,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.531,0.225,-120.43712,0.85219,753,56,,0.547,0.173,,,,,
116,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.63,-0.591,-206.56092,0.74818,712,96,,0.593,-0.64,,,,,
116,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.256,0.075,-35.05786,0.95643,787,15,,-0.262,0.073,,,,,
